 SEGNALAZIONI DI DISCREPANZE DBmeteo-DBunico SU QUALI SENSORI IMPORTARE 

sensori che nel DBmeteo risultano da importare ma non sono a disposizione dal DBunico

----------------------
IDstazione, IDsensore, tipologia
1269 , Dalmine - via Verdi $ , 10508 , 10508 , DV 
1269 , Dalmine - via Verdi $ , 10509 , 10509 , DVP 
1269 , Dalmine - via Verdi $ , 10517 , 10517 , VVP 
 ,  , 11129 ,  
 ,  , 11131 ,  
 ,  , 11132 ,  
 ,  , 11133 ,  
 ,  , 11134 ,  
 ,  , 11135 ,  
 ,  , 11136 ,  
 ,  , 11137 ,  
 ,  , 11138 ,  
 ,  , 11143 ,  
 ,  , 11167 ,  
 ,  , 11168 ,  
 ,  , 11169 ,  
 ,  , 11170 ,  
 ,  , 11171 ,  
 ,  , 11172 ,  
 ,  , 11173 ,  
 ,  , 11174 ,  
 ,  , 11175 ,  
 ,  , 11176 ,  
 ,  , 11215 ,  
 ,  , 11217 ,  
 ,  , 11218 ,  
 ,  , 11219 ,  
 ,  , 11220 ,  
 ,  , 11221 ,  
 ,  , 11222 ,  
 ,  , 11223 ,  
 ,  , 11224 ,  
 ,  , 11239 ,  
 ,  , 11240 ,  
 ,  , 11242 ,  
 ,  , 11243 ,  
 ,  , 11244 ,  
 ,  , 11245 ,  
 ,  , 11246 ,  
 ,  , 11247 ,  
 ,  , 11248 ,  
 ,  , 11249 ,  
 ,  , 11250 ,  
 ,  , 11251 ,  
 ,  , 11252 ,  
 ,  , 11253 ,  
 ,  , 11254 ,  
 ,  , 11255 ,  
 ,  , 11256 ,  
 ,  , 11257 ,  
 ,  , 11258 ,  
 ,  , 11259 ,  
 ,  , 11260 ,  
 ,  , 11261 ,  
 ,  , 11262 ,  
 ,  , 11263 ,  
 ,  , 11264 ,  
 ,  , 11265 ,  
 ,  , 11266 ,  
 ,  , 11267 ,  
 ,  , 11268 ,  
 ,  , 11269 ,  
 ,  , 11270 ,  
 ,  , 11271 ,  
 ,  , 11272 ,  
 ,  , 11273 ,  
 ,  , 11274 ,  
 ,  , 11275 ,  
 ,  , 11276 ,  
 ,  , 11277 ,  
 ,  , 11278 ,  
 ,  , 11279 ,  
 ,  , 11280 ,  
 ,  , 11281 ,  
 ,  , 11282 ,  
 ,  , 11283 ,  
 ,  , 11284 ,  
 ,  , 11285 ,  
 ,  , 11286 ,  
 ,  , 11287 ,  
 ,  , 11288 ,  
 ,  , 11289 ,  
 ,  , 11290 ,  
 ,  , 11291 ,  
 ,  , 11292 ,  
 ,  , 11293 ,  
 ,  , 11294 ,  
 ,  , 11295 ,  
 ,  , 11296 ,  
 ,  , 11297 ,  
 ,  , 11298 ,  
 ,  , 11299 ,  
 ,  , 11300 ,  
 ,  , 11301 ,  
 ,  , 11302 ,  
 ,  , 11303 ,  
 ,  , 11304 ,  
 ,  , 11305 ,  
 ,  , 11306 ,  
 ,  , 11307 ,  
 ,  , 11308 ,  
 ,  , 11309 ,  
 ,  , 11310 ,  
 ,  , 11311 ,  
 ,  , 11312 ,  
 ,  , 11313 ,  
 ,  , 11314 ,  
 ,  , 11315 ,  
 ,  , 11316 ,  
 ,  , 11317 ,  
 ,  , 11318 ,  
 ,  , 11319 ,  
 ,  , 11320 ,  
 ,  , 11321 ,  
 ,  , 11322 ,  
 ,  , 11323 ,  
 ,  , 11324 ,  
 ,  , 11325 ,  
 ,  , 11326 ,  
 ,  , 11327 ,  
 ,  , 11328 ,  
 ,  , 11329 ,  
 ,  , 11330 ,  
 ,  , 11331 ,  
 ,  , 11332 ,  
 ,  , 11333 ,  
 ,  , 11334 ,  
 ,  , 11335 ,  
 ,  , 11336 ,  
 ,  , 11337 ,  
 ,  , 11338 ,  
 ,  , 11339 ,  
 ,  , 11340 ,  
 ,  , 11341 ,  
 ,  , 11342 ,  
 ,  , 11343 ,  
 ,  , 11344 ,  
 ,  , 11345 ,  
 ,  , 11347 ,  
 ,  , 11348 ,  
 ,  , 11349 ,  
 ,  , 11350 ,  
 ,  , 11351 ,  
 ,  , 11352 ,  
 ,  , 11353 ,  
 ,  , 11354 ,  
 ,  , 11355 ,  
 ,  , 11356 ,  
 ,  , 11357 ,  
 ,  , 11358 ,  
 ,  , 11359 ,  
 ,  , 11360 ,  
 ,  , 11361 ,  
 ,  , 11362 ,  
 ,  , 11363 ,  
 ,  , 11364 ,  
 ,  , 11365 ,  
 ,  , 11366 ,  
 ,  , 11367 ,  
 ,  , 11368 ,  
 ,  , 11369 ,  
 ,  , 11370 ,  
 ,  , 11371 ,  
 ,  , 11372 ,  
 ,  , 11373 ,  
 ,  , 11374 ,  
 ,  , 11375 ,  
 ,  , 11376 ,  
 ,  , 11377 ,  
 ,  , 11378 ,  
 ,  , 11379 ,  
 ,  , 11380 ,  
 ,  , 11381 ,  
 ,  , 11382 ,  
 ,  , 11383 ,  
 ,  , 11384 ,  
 ,  , 11385 ,  
 ,  , 11386 ,  
 ,  , 11387 ,  
 ,  , 11388 ,  
 ,  , 11389 ,  
 ,  , 11390 ,  
 ,  , 11391 ,  
 ,  , 11392 ,  
 ,  , 11393 ,  
 ,  , 11394 ,  
 ,  , 11395 ,  
 ,  , 11396 ,  
 ,  , 11397 ,  
 ,  , 11398 ,  
 ,  , 11399 ,  
 ,  , 11400 ,  
 ,  , 11401 ,  
 ,  , 11402 ,  
 ,  , 11403 ,  
 ,  , 11404 ,  
 ,  , 11405 ,  
 ,  , 11406 ,  
 ,  , 11407 ,  
 ,  , 11408 ,  
 ,  , 11409 ,  
 ,  , 11410 ,  
 ,  , 11411 ,  
 ,  , 11412 ,  
 ,  , 11413 ,  
 ,  , 11414 ,  
 ,  , 11415 ,  
 ,  , 11416 ,  
 ,  , 11417 ,  
 ,  , 11418 ,  
 ,  , 11419 ,  
 ,  , 11420 ,  
 ,  , 11421 ,  
 ,  , 11422 ,  
 ,  , 11423 ,  
 ,  , 11424 ,  
 ,  , 11425 ,  
 ,  , 11426 ,  
 ,  , 11427 ,  
 ,  , 11428 ,  
 ,  , 11429 ,  
 ,  , 11430 ,  
 ,  , 11431 ,  
 ,  , 11432 ,  
 ,  , 11433 ,  
 ,  , 11434 ,  
 ,  , 11435 ,  
 ,  , 11436 ,  
 ,  , 11437 ,  
 ,  , 11438 ,  
 ,  , 11439 ,  
 ,  , 11440 ,  
 ,  , 11441 ,  
 ,  , 11442 ,  
 ,  , 11443 ,  
 ,  , 11444 ,  
 ,  , 11445 ,  
 ,  , 11446 ,  
 ,  , 11447 ,  
 ,  , 11448 ,  
 ,  , 11449 ,  
 ,  , 11450 ,  
 ,  , 11452 ,  
 ,  , 11453 ,  
 ,  , 11454 ,  
 ,  , 11455 ,  
 ,  , 11456 ,  
 ,  , 11457 ,  
 ,  , 11458 ,  
 ,  , 11459 ,  
 ,  , 11460 ,  
 ,  , 11461 ,  
 ,  , 11462 ,  
 ,  , 11463 ,  
 ,  , 11464 ,  
 ,  , 11465 ,  
 ,  , 11466 ,  
 ,  , 11467 ,  
 ,  , 11468 ,  
 ,  , 11469 ,  
 ,  , 11470 ,  
 ,  , 11471 ,  
 ,  , 11472 ,  
 ,  , 11473 ,  
 ,  , 11474 ,  
 ,  , 11475 ,  
 ,  , 11476 ,  
 ,  , 11477 ,  
 ,  , 11478 ,  
 ,  , 11479 ,  
 ,  , 11480 ,  
 ,  , 11481 ,  
 ,  , 11482 ,  
 ,  , 11483 ,  
 ,  , 11484 ,  
 ,  , 11485 ,  
 ,  , 11486 ,  
 ,  , 11487 ,  
 ,  , 11488 ,  
 ,  , 11489 ,  
 ,  , 11490 ,  
 ,  , 11491 ,  
 ,  , 11492 ,  
 ,  , 11493 ,  
 ,  , 11494 ,  
 ,  , 11495 ,  
 ,  , 11496 ,  
 ,  , 11497 ,  
 ,  , 11498 ,  
 ,  , 11499 ,  
 ,  , 11500 ,  
 ,  , 11501 ,  
 ,  , 11502 ,  
 ,  , 11503 ,  
 ,  , 11504 ,  
 ,  , 11506 ,  
 ,  , 11507 ,  
 ,  , 11508 ,  
 ,  , 11509 ,  
 ,  , 11510 ,  
 ,  , 11511 ,  
 ,  , 11512 ,  
 ,  , 11513 ,  
 ,  , 11514 ,  
 ,  , 11515 ,  
 ,  , 11516 ,  
 ,  , 11517 ,  
 ,  , 11518 ,  
 ,  , 11519 ,  
 ,  , 11520 ,  
 ,  , 11521 ,  
 ,  , 11522 ,  
 ,  , 11523 ,  
 ,  , 11524 ,  
 ,  , 11525 ,  
 ,  , 11526 ,  
 ,  , 11527 ,  
 ,  , 11528 ,  
 ,  , 11529 ,  
 ,  , 11530 ,  
 ,  , 11531 ,  
 ,  , 11532 ,  
